wallet_address,total_volume_usd,total_pnl_usd,total_trades,median_trade_usd,top5_volume_usd,pnl_0_3mo,pnl_3_6mo,pnl_6_9mo,pnl_9_12mo,profitable_categories,primary_category,total_markets,win_rate
0x6017f3b29baab3bad52e8acf6099c68e39725068,2580.97,28434.71,57,15.87,923.3,1997.91,21132.11,1287.7,4016.99,0,Culture,190,28.7
0x02fad348e314c4a575651de1d1b94c6a9a91e4af,52370.23,-122111.81,45,932.15,22085.77,-75129.95,-31900.96,-12076.09,-3004.81,4,Politics,277,80.6
0x8da102220e5b087350aaf77e004f78f8d9c1c48f,5744.43,-4904.74,337,8.68,1997.45,-2504.77,-584.44,-1686.2,-129.33,4,Macro,447,39.3
0x32187ec2b0e0753c8fcfc8dc169011894ee6c083,21235.73,64362.31,1,8067.55,10094.54,28999.91,8796.59,12643.24,13922.57,2,Culture,490,55.7
0x08b5932c8d5066f3b35ef043dd77eee3c860c683,1229916.53,-145239.1,98,8554.73,513046.33,-110868.6,-25439.46,-4868.78,-4062.26,1,Sports,433,68.6
0x8962be923357b54d51f76771d913358c52da2d86,214286.17,-80981.28,568,213.44,75512.35,-22052.28,-38691.07,-9170.51,-11067.42,0,Crypto,60,27.7
0x50116b9f99290afe185c9fe652c55c048153c795,14796.4,75123.49,10,498.47,4409.14,39015.59,15112.53,7293.37,13702.0,5,Macro,154,46.9
0x697d928d2e159548f41764593f8f2498242aecdb,7883.8,26607.63,30,88.57,2333.11,7035.81,9600.24,8799.99,1171.59,1,Sports,378,46.1
0xc0c29bbcb646bde414909c8ed63ea418ce87afe1,63931.29,37957.73,17,1346.25,11915.71,17234.01,9348.39,6510.86,4864.47,5,Sports,273,44.4
0x2562f24c2d33bef6cd9b46ef47e90da193a46fc3,5254.71,153759.58,14,146.81,249.2,62210.84,73781.89,13351.0,4415.85,3,Sports,167,59.2
0xbb1b92c2426e63c3ba90e13b06eca3dd0c57e655,15642.07,42484.22,33,340.5,6397.02,12210.52,10120.63,3090.97,17062.09,4,Sports,156,42.7
0xa2ab26d85f8e1f357e28f8b220c2a40b052e5bb5,111749.94,57631.04,464,159.93,43846.29,27103.4,15174.56,13068.68,2284.4,4,Macro,59,61.2
0x949f0164a82770d5ad2e85f770eeb71ff2aca52f,603574.09,221859.64,859,350.62,253579.17,132963.97,42805.77,19774.11,26315.8,5,Sports,166,50.1
0x056ba41b674414da22a68bb3c1c8bd17e7353cc3,202303.22,-12104.36,32,3108.59,1159.82,-3423.59,-6107.96,-1838.04,-734.77,0,Sports,211,40.7
0x79bdab630bac952be6c840002a19b1a1a8c2f9a8,1000.0,-58830.62,951,5.0,127.84,-24387.81,-24393.37,-9843.3,-206.14,5,Culture,208,32.0
0x7644cf85fe9edc1b966471a32ee0c684420b1abe,110054.77,39223.71,57,877.36,27816.93,15325.11,10499.93,12899.56,499.11,0,Crypto,274,41.1
0xf61c29814b45c3c94474663eee7af936ebe6e391,69152.34,40119.28,757,53.79,16711.45,20688.5,4435.19,7545.53,7450.06,5,Culture,137,41.6
0x37389e0bf065988c558801179219575a657fec13,137006.08,-37137.23,47,1190.69,53084.14,-20787.61,-4280.53,-11367.88,-701.22,1,Macro,103,39.5
0x907bc7cc0cb5b419a50647ddc2121f7828adbc58,1517264.14,-77591.76,66,14988.07,321806.5,-15092.91,-40214.16,-12828.62,-9456.08,5,Culture,443,52.7
0x39e30112ff7042c4067a177dec5f4e18ff6e38fa,1000.0,189787.55,94,6.96,120.03,128388.19,21091.61,5313.13,34994.62,0,Politics,203,47.0
0x3dbf6b32017ee1f6b68104005b9f6888d9d47256,18357.49,31147.48,6427,5.0,10051.86,12052.96,8910.59,9352.04,831.88,2,Culture,128,42.2
0x9650fcd15f54a107bcf1d9c6b9e1f39727783ba5,195206.38,-53582.83,195,823.8,86513.15,-15802.92,-20220.03,-16978.67,-581.21,3,Culture,318,28.6
0x7f90c5159036879e1a67c11ab470ffbd674cc7ca,2532.12,78274.42,18,52.66,421.6,26101.37,38925.17,12522.66,725.23,5,Politics,271,44.0
0x8bd2c8e38bd3c5e46561bde3c3c20a9785e7659e,1146125.98,-3731.61,233,2760.66,527943.06,-1151.76,-811.04,-820.38,-948.43,0,Sports,288,65.3
0x54355f217d6021c94b519f94f9fe6ed9dbbee0dd,125080.55,-15230.52,31,3100.61,50624.14,-4584.68,-7334.28,-2647.29,-664.26,0,Crypto,111,48.6
0x824b95aaf8305ed671bdec1ba59ed60e8f5b4b09,325516.35,49981.83,26,5067.64,18123.93,22259.2,17701.67,7536.83,2484.13,3,Crypto,361,60.2
0xd9d05fce4be1f85b3e61f11fcd0789a6a567ad7d,19112.78,-98350.58,213,44.45,3351.5,-52512.87,-36782.04,-4719.45,-4336.22,0,Macro,96,83.9
0xeda36846d12f3117ab629e1d5bc85f675438f7e7,304835.44,33210.18,57,6317.44,64426.09,21350.4,7625.58,3593.32,640.87,4,Macro,418,39.5
0x6ae468e104e843a00f4a469338ed45a6c3e3af3b,507343.27,158036.38,82,4135.78,207302.89,77797.68,17195.44,47545.82,15497.45,0,Sports,212,51.2
0xc8e3b12cc259acdad162218dc0373e28fd33b8ea,95392.58,42294.21,55,1458.22,25574.14,13812.05,17659.59,7153.06,3669.52,5,Macro,205,35.0
0x0504b07d45983e63f8c1e85b94ae2543c84edfd4,95683.56,-25096.97,90,474.0,17748.06,-8069.57,-6904.13,-5458.99,-4664.28,3,Culture,194,79.3
0x144936e51ca2f7e5f381d9d487b87166cb7b9a61,102814.99,-35568.42,103,710.43,18582.56,-11203.82,-10842.59,-12048.47,-1473.55,5,Crypto,212,79.9
0x3661ca3334847071458066d748399862185a1dba,10649.94,-27827.2,2,5647.54,3661.57,-9929.97,-8576.93,-3378.65,-5941.65,0,Culture,332,36.7
0xf4f65f6a880b5fca5d2fab6655390a42be2c03ff,44575.63,-15317.01,148,327.07,8486.12,-6029.09,-8025.21,-498.54,-764.17,1,Macro,248,28.5
0x777c635b1c9809fce58a286659627cd0d1cbf00e,44132.64,-25224.52,12,1768.3,24056.22,-6903.48,-9444.18,-8820.65,-56.21,2,Culture,64,42.9
0x3adcab131a2aada25c9b5611901090eda6858887,128899.43,78304.92,6,25340.23,62055.11,24812.9,27149.29,23731.56,2611.17,0,Culture,283,45.8
0xbd872b02017a5c00fbe6a27304a9aff4255f7ec7,442257.91,-133656.73,50,3316.09,152746.72,-29333.22,-57915.75,-39901.94,-6505.83,0,Politics,134,36.7
0xd07e303f5b2462a5ae99930b99f962c7ba670d1a,7207.86,73960.0,61,103.48,2856.04,33216.38,8678.45,27781.81,4283.38,1,Culture,55,48.2
0x6abe8ed46c8ed9af6e4706f140561b1924ccbc9f,46629.19,-25374.92,19,1149.79,15014.57,-7941.58,-14333.55,-1573.03,-1526.77,4,Politics,420,38.4
0xa6d1b98a1feefbe1aeddf508d7fb4370b451bc0d,1158818.02,35155.82,189,3447.82,501264.4,14837.21,8038.47,12153.57,126.57,4,Culture,157,43.3
0x911d244dd8364778ed75765fdf99079f692c039c,13532.15,-85159.03,7,1089.55,3028.48,-46702.2,-9939.75,-15986.75,-12530.34,0,Culture,297,56.8
0x39e3c856fb1bf79da50963a6804876da4419f89a,11562.24,111290.49,29,416.2,7790.17,67219.88,22128.12,9586.77,12355.71,0,Sports,86,55.1
0xcda21425adff692c140ea31a0e4cd3bdcf9f30aa,89734.66,104650.8,22,1589.54,53606.43,39516.76,53525.94,5695.56,5912.55,3,Politics,170,54.4
0xaf045a9a4c511190f7fe285d9fa960d507c42870,324088.01,81767.24,50,2344.46,6285.72,15250.78,42399.0,21491.0,2626.46,2,Crypto,193,77.5
0x9f029860334652c2639c6b1894d5bd45100dec7b,61258.15,-116180.38,82,906.35,8225.24,-38916.53,-25043.46,-46021.78,-6198.61,4,Sports,67,33.9
0xc612d1918846717f660952db3d92114d760935cd,854200.46,71329.69,12,59671.08,275841.04,26172.01,23003.61,6746.01,15408.05,1,Crypto,486,42.9
0x294ddbfb51a1e96597674b19ccba09a2a6f68e34,332231.72,37388.41,161,740.0,138166.48,16316.46,15978.49,2432.13,2661.33,2,Politics,156,24.3
0x46964f8bbd8e8ab32e0e65d5dde68258b48dad81,322429.61,-123421.7,60,2675.03,43481.66,-69522.01,-4358.53,-22116.64,-27424.52,1,Politics,291,42.2
0x89d3446f05154c443e59ae14bcfe86cac1ff439b,181358.86,3056.21,3,53494.07,80326.68,1426.76,761.24,295.58,572.64,1,Crypto,283,34.8
0x79541963dbe54619a33d0ec03c9a8b029ee3f035,6295251.65,34162.76,2,500000.0,1143515.9,20913.37,4912.47,7103.48,1233.44,4,Macro,215,25.4
0x6b227faa4046cfaf84a0b52dfb5316d5356979df,39722.64,49486.02,53,332.81,12129.28,12428.29,10345.91,2282.01,24429.82,2,Sports,293,54.3
0x67ad92ddadb45c1a8287e2d5fececca071b471da,1088.93,19180.91,39,11.66,323.42,5976.59,7913.26,4818.54,472.52,3,Sports,283,44.6
0x8991e113cafe8ef4af82adfe72bd227cf1f63b22,1481415.67,28298.51,46,15199.93,225188.74,8035.17,10794.58,7174.47,2294.29,0,Politics,40,90.8
0x21945cdf1b6544f6ece73769eabec7150d47dfa2,23971.03,122888.91,52,159.13,7910.72,59096.95,16421.74,24573.98,22796.24,3,Sports,334,73.2
0x92a9a56235b0c03ecd9e855e1f5638f147325b9c,74292.17,103082.71,76,518.05,13491.79,27301.7,5580.31,60396.43,9804.28,2,Sports,57,21.2
0xccff467c363dc62f144085928df43784fee7dd61,821675.95,-224364.4,226,2489.21,96513.2,-57769.83,-48005.56,-35896.45,-82692.55,5,Sports,218,51.7
0x146650c43371aa7c5c291e613acabda2737d3bd9,2429.6,-20395.08,10,131.34,95.32,-13907.75,-2288.61,-2836.05,-1362.68,2,Sports,182,38.2
0x0a97aa33f3a061c24479156307efac35d442314d,4898.6,-8172.08,9,342.05,2003.8,-3400.16,-1007.77,-1383.35,-2380.8,0,Sports,224,16.7
0xb0d5918292c46ca08ba2ce633ba502d60b728424,2434.37,-135167.89,10,188.17,778.68,-57358.75,-62120.09,-14326.87,-1362.18,4,Macro,36,30.4
0x46e58a74389f1e6aeb9509c2387e6043090024ea,12230.98,12534.64,84,161.58,3731.08,8191.67,2059.86,1860.94,422.18,0,Sports,350,38.1
0x352e70247c4f43eb9deaa7b02eec223e4c6ecfb6,144245.68,104900.62,353,259.47,18647.25,58693.44,25758.82,16635.73,3812.62,5,Macro,209,77.2
0x51c2cb66c70d77bf77d3d8e123dd5132dd553bf1,170821.71,-81925.43,28,2579.5,35994.05,-20495.27,-39968.65,-8049.47,-13412.03,2,Macro,31,38.9
0xc861e02f8e4f8f78418f0ca9c175c8d0b378eef7,104041.84,31912.08,1,123776.34,34043.17,13242.11,12841.54,1379.77,4448.66,4,Macro,2,40.1
0x00fc40d721f0e84a40fbc5b75331599c3508c4be,3549.17,-68265.88,4,502.38,671.19,-44846.89,-6977.03,-10068.63,-6373.33,3,Crypto,270,29.3
0x1c526e3b6866b2f7aec3568e896bf5016dd3a877,1000.0,-48752.96,15,30.07,531.64,-24641.34,-9311.53,-11027.47,-3772.62,2,Culture,333,76.8
0xf379e5f2eae2750f5201a82db9e333069ada156d,66749.84,123191.49,23,1354.32,26315.55,56088.29,12623.2,41286.25,13193.75,3,Sports,274,18.6
0x5fd16db998aba1d7643a11fb26ef3a8ce94b77e2,23305.58,-38404.63,29,320.35,6312.69,-20785.57,-9576.87,-7180.73,-861.45,1,Culture,360,48.7
0x1a8c41d602c08b33e033091fea8c5a2f79a5091d,150057.16,41977.0,57,1019.14,48477.15,12037.56,13359.6,8434.77,8145.07,0,Sports,378,43.1
0x12c815b52f37e3d70a8762e1e3cd1c5192c34ebd,243752.16,-144697.45,34,3030.4,110007.84,-73619.93,-39894.38,-11899.87,-19283.26,4,Politics,436,45.1
0xfa64c7a198beda03faa66583c44c8f7ac0d6f1b3,78943.12,153985.4,263,292.51,44880.63,62547.06,62684.32,10523.36,18230.67,5,Culture,491,27.3
0x6c2b6945286e8cb22942d488c76d64eb89750a2a,273830.94,53212.2,19,7811.26,146704.93,23384.4,7398.3,5381.72,17047.78,5,Culture,442,59.9
0xa997ad878820ede0d278cfdaa6abaed70cb1913c,94695.59,-9599.99,14,3179.32,10771.16,-4636.37,-1610.61,-2795.67,-557.34,1,Politics,398,30.1
0x020957e53a3ec5d7ff09b2b75d1e5d5da40bb311,172841.35,51043.72,111,1161.82,27210.71,12314.55,9341.99,28468.92,918.26,2,Crypto,216,32.2
0xa85aeff7c5e18156af0ad7b6f0c5e5477077990d,14627.43,-107785.55,5,3273.77,1605.04,-42704.47,-33638.68,-21905.16,-9537.24,2,Crypto,252,55.2
0x35d1706b1654e734495f06ee71b0729144f28682,41805.25,99602.46,97,333.6,16549.51,46335.4,29844.28,16167.29,7255.49,4,Sports,308,46.0
0xfa5a0a4c8135258b2e659139bae5aeec6aca5103,88747.65,-20918.78,63,782.27,43323.4,-8972.16,-6024.07,-3135.7,-2786.86,3,Crypto,85,54.9
0xa17cdd317795934f20b5798afaf36b24af4eef9c,308987.76,-11325.56,43,4200.61,57872.95,-2868.98,-3990.07,-2325.5,-2141.01,4,Macro,339,46.0
0x42165e8f66117a6353b451c0905c93c6fd719081,27242.07,-34332.45,591,38.78,5820.5,-7976.96,-20082.44,-4761.3,-1511.75,5,Crypto,294,11.5
0x8f52d4cd0208611dc62c07a42409d24b804d3817,169792.86,-41452.11,21,3093.44,30887.57,-12798.27,-23985.36,-4664.98,-3.49,2,Crypto,260,30.0
0x641d014b69ff9eadcecfb3f6360874e804749bd8,35183.15,60573.65,1200,10.34,4152.46,15718.42,20210.77,18570.21,6074.24,3,Culture,417,21.7
0x39bb7953d388a19358a91d494f84c0fb2e5df357,47330.76,25472.55,38,1002.08,31555.0,7893.34,8525.61,8680.88,372.71,3,Sports,343,62.0
0x0b884c20cae10ff81fc16130b9fe570fbacc66ee,314593.96,57139.85,8,13821.94,79578.27,22630.97,19147.36,8575.56,6785.96,5,Macro,466,6.5
0x0afd90858b910c5cd00dcf1d5bb6c5c10da7a963,1111.96,4296.42,60,22.08,429.38,2643.13,1192.52,166.23,294.55,2,Sports,488,48.5
0x636473fb5767297e74b82221cfea971188d5dab1,4478.55,46055.98,10,157.98,2848.45,18104.15,10492.27,15314.64,2144.92,1,Culture,412,10.5
0x51dc589183348852c2714af827ee2ea4d6d0bac7,3089.08,-28507.9,17,62.78,1818.71,-14365.64,-5531.92,-6439.74,-2170.6,2,Sports,149,27.7
0x7e8ce8b1f67b83ef4742c1f608b888e452e090f4,1000.0,183378.55,99,12.22,92.54,87504.67,17608.53,69612.36,8653.0,3,Culture,95,24.0
0x1e5c42d85f6573e5914fb3673a13e174f41aa79f,15420.78,-120434.43,125,49.77,3832.7,-52223.36,-17200.37,-43329.27,-7681.43,5,Macro,150,48.9
0xe91e161717ce60231c0dac1dadcec68903b9ed6f,268033.65,105874.99,21,4349.55,90393.62,27135.42,42547.34,30215.1,5977.12,4,Sports,356,41.3
0xbba7fec73f803d4a00c0d54a9550fe58093df216,33868.2,114432.6,240,50.53,18402.73,57047.46,28841.83,23484.16,5059.14,0,Macro,432,74.2
0x6f286478a1efaa869ebb8be614119fb73eeae3ab,88927.81,-63172.7,309,98.04,26158.05,-20111.43,-20460.98,-14497.18,-8103.12,3,Sports,440,27.3
0x72e4a0bc97e49b346edb2322c078772586c800c9,528836.71,183341.89,470,559.6,60510.53,81012.83,72601.86,17289.8,12437.4,0,Sports,342,40.4
0x834d21978f06c3e13a28cb1af4384d48c50c92ce,852025.95,84639.22,120,7305.17,203375.4,43280.87,34368.44,6058.74,931.18,2,Sports,340,21.9
0x39514dbd13dd72ec7d35de20c0851f281412a23d,52141.9,82691.12,422,46.28,1033.98,26205.16,27189.45,12375.85,16920.65,5,Macro,476,76.7
0xaf82a3030a0ba0a4bac0b1ec498a68258e215850,897323.55,7241.77,3,139092.62,312455.92,2415.99,2336.37,798.22,1691.2,5,Sports,343,59.0
0x01fc4d46f7c90700ef8cf09b748eb5f613d9739c,71987.9,-12378.09,33,1013.49,28744.65,-4077.98,-4768.11,-2643.17,-888.83,0,Crypto,71,64.9
0xc333f3b1e850a315668c5e91f123550f303f6711,11217.2,-11752.71,14,466.38,2971.36,-6478.61,-3671.84,-1144.57,-457.68,0,Crypto,250,35.4
0xf0d60302adae19fc88a0f9481f6a1deb7e928e84,18236.85,36242.45,65,136.33,8697.0,14094.88,6685.37,14202.38,1259.82,4,Politics,179,44.0
0xea4038706bbeecb923c5d268b247ede4b6e0a185,3099.29,117094.9,23,118.42,405.8,39196.62,31399.87,38363.2,8135.22,2,Sports,318,68.9
0x04fba8c322474af4c4ef00574bae231f5d2e95a0,10134.82,19505.14,42,99.41,3752.27,11679.5,3641.57,379.39,3804.67,2,Sports,318,77.6
0x934b230810f634a8259a047ce2f97efcdb50f4bf,29259.71,-67915.49,918,33.03,5654.03,-35519.18,-25019.35,-4615.55,-2761.42,5,Sports,147,60.1
0xfb2b0f9a44db0694c844499766338b6e4d78e4c2,298692.54,70954.16,42,2956.42,55414.05,32991.35,29853.76,3962.89,4146.16,5,Culture,150,89.2
0x2ff55298981b4c13c28d08f869010f3167dd9010,1870169.57,78692.06,101,6940.87,328069.31,29493.09,37069.63,12107.12,22.22,5,Sports,45,61.9
0x88e5d8dee8ee2d837b3ed49505f771a2c0207bc1,3773.04,57372.76,38,53.98,1388.89,30356.82,9548.68,9233.77,8233.49,4,Crypto,147,34.6
0x170d3487e904e9a6e5e30fdd04f972d600652742,131354.48,64639.91,61,1120.59,39867.32,12969.04,20397.92,3835.74,27437.22,5,Macro,414,34.7
0xeba30ae079878f503009af36e0220648d2aa852a,7471.96,-16674.25,55,91.37,2116.69,-6586.9,-3834.96,-5288.56,-963.83,4,Macro,327,24.4
0xc513429f940890119d33ceda1119e446659de0e1,154723.38,-69319.13,106,497.7,62440.95,-41708.24,-19220.06,-4084.13,-4306.71,5,Macro,471,41.5
0xad46d8d7818889b62df8cbef1e487cd5cc5c9ddf,46065.83,-64455.47,313,61.0,11058.06,-19640.42,-14683.8,-10908.1,-19223.16,3,Crypto,463,40.4
0x8901057c674cdcd313c1f1614e6a90a6b51fee7d,1537.92,-125837.06,646,5.0,378.08,-53649.55,-45881.19,-14686.8,-11619.53,0,Culture,428,33.8
0x1a586d89708145e0d51eb8e0cbcd3f1b6e815af8,383307.95,23955.89,86,3762.59,211236.56,3938.22,8919.22,11062.09,36.36,4,Culture,90,45.7
0x0751663abd6e52e50c965596aa9b648047484c04,17854.28,-1675.9,132,105.42,2201.08,-532.78,-602.19,-512.99,-27.95,5,Sports,167,47.0
0x22309f5f5ddcd1524d91dfc95b99b276d931a659,20582.56,-30199.02,9,1256.13,3130.87,-15725.54,-8264.91,-4802.76,-1405.8,1,Politics,29,42.2
0x7d29ea2dd8ecfeefc28336eb4ce6823f5d8adfd7,7047.97,-231449.51,47,52.18,3780.79,-74279.77,-79988.76,-52293.32,-24887.65,2,Sports,47,29.0
0x1cfa870b47397b1a9891cf7a570e6038e8db1ba4,16178.42,-94785.4,223,30.04,7066.16,-25921.5,-43908.09,-21955.12,-3000.7,3,Culture,116,59.2
0x272bd6528213dfafb96054e79aae618664abc2eb,140896.5,94667.25,200,553.17,29649.07,33700.37,36794.74,23802.85,369.29,3,Culture,140,14.2
0x94d85cac724d472c275a48d50d393b529f29d4c9,41007.54,-48170.08,74,205.93,7286.42,-12215.1,-20980.15,-3174.96,-11799.88,4,Macro,8,81.9
0xd144b3b7a027575fc71a2cee2a2fa7bc4caa4d0f,115534.45,33847.33,206,343.65,21413.28,7942.17,15341.3,4705.0,5858.87,2,Macro,421,49.2
0x5345a816aebe4b328b8b910613d05cf8021a6c94,123481.14,-106254.83,113,408.69,56356.36,-52428.76,-29520.98,-11439.32,-12865.78,5,Sports,263,27.7
0x2674a7636f1cf51ed237594ed7d8019b65a89732,840139.57,120096.44,330,1911.69,196413.48,45031.87,38070.81,34024.51,2969.26,4,Crypto,328,26.8
0xde760f0840c18e190d02acedca48546fe201995a,30164.7,-6522.21,84,166.17,4292.25,-1559.67,-3147.1,-1305.96,-509.49,5,Politics,327,28.6
0xd05cca2f32024962eca2709f2a69bbc5c8c7d98a,3122.17,28203.23,32,34.37,1344.47,10488.93,8621.72,6372.07,2720.52,3,Crypto,483,47.4
0x21e3a057d7799e4bc2f7bed96a85756740159037,506077.37,191062.38,90,4112.34,59022.84,66602.84,75494.34,40087.15,8878.06,0,Politics,74,40.1
0xefd01e6bc2b1278ee74eb9a429750412902d4195,30854.06,126315.21,1,13273.77,6897.41,88050.78,15029.1,18399.52,4835.8,5,Politics,171,44.8
0x2a9278b05f2e27065e51edc25735bff0667ccf30,556367.81,-19525.25,96,1949.98,271118.12,-4150.12,-4437.3,-8975.6,-1962.22,0,Culture,154,17.1
0x53c40c823694d1cdc14246e8e0d849861e47c7e6,128895.11,-42457.61,1,113933.76,42762.93,-18299.52,-15214.88,-7404.36,-1538.87,1,Culture,276,54.2
0x36b02eda3e592510f0c9bc110f9ee2a8fc70502d,46061.14,-21043.6,4,11579.14,31313.12,-9649.91,-6839.19,-3666.31,-888.19,1,Macro,263,66.6
0xef4f1ecd0db2b9d01e244e1a8aaa576cfb17a83f,120276.89,45791.86,107,492.32,30264.0,17561.71,16706.69,7634.41,3889.05,1,Macro,395,57.7
0x4a1f7b5d06dccda6370a061a06b13eaf3e0d6aec,2963925.47,-3417.93,111,17255.85,707538.34,-1016.93,-641.42,-1363.34,-396.23,4,Sports,280,67.0
0x893511c1fe0a3838525af9e7d83e79754b691252,3813130.48,-26619.53,9,442839.35,786189.48,-8566.01,-6895.54,-5296.81,-5861.17,2,Crypto,117,26.2
0xab55f843ad374a5257d722c790e70d66e4c091c6,68786.46,122374.5,18,2070.5,27144.05,56493.92,24669.02,10392.91,30818.65,1,Macro,282,21.5
0x02348c1d81a0d31492fc4a046f8332d521d433f0,82485.78,-4136.79,426,78.77,23453.09,-1099.85,-767.34,-2156.94,-112.65,0,Crypto,482,65.5
0x6a73cd1caf19f71255cb7d297803c463d91611b9,515287.52,188967.13,26,13885.78,189882.14,31170.23,65409.76,37422.91,54964.23,1,Sports,289,68.8
0xed89be246e4478530b2a33a6cf09e5489c1e070b,11033.35,12259.41,1578,5.0,1553.82,3349.78,5957.37,2484.64,467.62,4,Sports,296,52.0
0x46f03354e9be0ebe8cca478c8bc18ec599f238d8,116557.59,147825.47,54,811.29,48391.42,82438.22,28605.21,7248.71,29533.33,4,Culture,88,60.5
0x2dfda09e88d3595f768572e79e142e84fddcf1c5,56855.84,33585.55,100,292.44,20574.47,16546.1,10837.59,6100.01,101.85,1,Sports,4,37.2
0xfcfe96e5c99c3579f3b0b644639452aa98c7e095,112175.11,82036.85,617,68.5,33631.23,31813.33,25767.07,23143.64,1312.8,0,Culture,105,16.6
0x950dcb80090a5de507fcbda6aa4e8c5a02928649,11307.96,-52968.88,66,96.14,2097.26,-13801.39,-27818.15,-9438.73,-1910.62,3,Macro,13,29.4
0x39a00442964512a4db7494dacfa348d57744bc05,2492.06,-63300.74,12,71.7,1307.96,-31349.9,-17263.11,-3022.06,-11665.67,4,Culture,226,33.5
0x3c4ae7216606cbfebee0ee2d56f3722dd269e4ff,1000.0,41776.48,46,9.74,407.58,30475.23,7372.59,3774.9,153.76,0,Crypto,441,44.1
0x9148826ae11395abd9204f3430ec541dbdba3029,6407.55,84084.26,51,119.09,2068.16,40771.21,21699.59,8536.44,13077.01,4,Sports,223,51.1
0x34e3f6cdbdd62a5c2252748d28cb256fffc70726,23924.29,8220.52,7,1244.08,2158.01,4433.78,2594.72,749.06,442.96,1,Politics,322,27.1
0x6d33e104d2e65434dd9138d5219c00460977f0a9,33310.13,-97911.47,37,479.79,10304.82,-37990.85,-26818.96,-20561.53,-12540.13,1,Crypto,427,65.8
0x35836487fa63ab7c64336e0e9637688a4b69d8dc,2883346.98,-103820.67,17,152579.86,908664.91,-18936.92,-73971.88,-8172.3,-2739.56,3,Sports,381,40.1
0x218dccb64aab66d5c91c08fe6b2d428a63c33f7b,546881.13,-109170.91,218,2208.46,99412.37,-31229.75,-29732.82,-26855.23,-21353.11,0,Politics,325,30.1
0x3679a8cae72fa251d42bb0ff4a085f7b05e99e16,8741.33,-136409.77,57,66.31,1732.4,-32197.44,-82753.41,-17539.5,-3919.42,1,Culture,392,28.0
0x23977e807836caf6b0d328dfef9060b75480a244,120020.39,13758.83,35,3792.39,53296.32,6003.75,3261.01,2511.02,1983.04,0,Culture,141,16.6
0x172bbbd98cc215c9822ae2e7805497d44814120f,26525.01,95003.51,46,403.1,7070.91,34296.54,32916.33,26909.49,881.15,1,Sports,210,61.5
0xcfbebf88d8e6f3ca894d3efd971a5461f65d4d71,33903.46,3926.74,76,402.79,4574.51,989.94,1979.04,597.62,360.13,4,Macro,200,20.8
0xa89828330877202da1f388a8540e7f802e51a8b0,86738.34,-175833.18,137,357.62,21944.15,-36226.42,-28432.48,-87904.36,-23269.92,1,Crypto,399,38.1
0x2798a865d071a17838feefcdc75b4a52e9c6b502,206559.18,-10260.84,12,10056.95,21074.38,-4592.29,-1304.47,-2374.62,-1989.45,0,Crypto,204,59.7
0xd15acd9c84d59fb7d5ee10a2efa0c9e8e4f15b45,30378.28,-8023.92,11,1417.6,7095.46,-2174.68,-1746.89,-3579.97,-522.39,1,Macro,468,13.8
0x78fca7f78b7c5335c6a92b7a30880b811094fd9e,502676.98,172679.9,286,1241.95,378198.65,44537.59,86102.91,38200.8,3838.6,0,Crypto,94,36.7
0x3e7567a8e2e4ff1ab7c8c4c7966c8a94aca7265b,6100.48,-111571.03,29,241.66,1754.35,-36020.59,-19467.97,-22160.69,-33921.77,3,Culture,86,40.6
0x021ed8a872d7e4fdb14439a887346b556c0ba16e,60638.07,-26254.21,6,4697.02,21651.79,-12310.01,-4266.78,-4050.02,-5627.4,5,Politics,358,35.8
0xc07da81d54c1317282a19d6d2e5a82b58ae38da9,10803140.68,141468.21,106,62826.84,3036619.46,48790.48,35923.51,29285.04,27469.18,1,Macro,382,57.2
0xd18e9fb96db2e26b85d9434997a9f7325a826421,93541.41,40998.27,109,384.33,10858.51,15484.77,12955.61,8629.51,3928.38,4,Culture,339,29.7
0xab5f2284c458b6bccae060f1e393941aacf6abdf,1052237.09,50065.05,5,202534.92,290252.89,19474.2,7573.35,2740.16,20277.33,2,Culture,154,37.6
0xdfaadadc34636bbcf0673e28daca7af45076a4fb,71900.63,14166.75,77,1124.61,18198.33,5581.18,4799.23,3485.96,300.39,0,Politics,5,63.1
0x956232f500e66b0b86418a4c0b922c6a0215fc68,191291.59,31395.48,164,866.42,99747.39,12902.73,9083.5,7151.79,2257.47,4,Politics,161,56.4
0xcc393b691a4fe341e59fcbe31131a51d71879bd1,53446.35,67208.76,95,311.79,10535.97,20783.48,24976.34,9504.37,11944.57,1,Macro,233,36.6
0xc208e819e731b21d06948ef0add1e467ea9fd9e1,42581.91,-59758.91,140,182.46,19898.62,-9092.43,-34663.16,-9281.2,-6722.12,3,Culture,206,51.8
0x297285362c306a3411fcd73c34b21aa0b6be4d68,12594.75,75244.69,6,812.77,2076.36,34677.49,15700.42,21346.05,3520.72,3,Culture,461,18.6
0xe86d1606646f6840bdedc74ac73f358150d9849a,141577.52,-104840.24,89,975.18,49025.32,-45732.41,-39874.59,-16385.58,-2847.66,3,Culture,431,42.1
0x6402a8196510785bfe44cc5d81b5bf6fd2380c2e,10904.44,31269.44,34,163.05,1175.56,18731.64,11099.03,373.16,1065.61,0,Politics,387,45.2
0xed151da9c52b946c9480b2d2958d2b237cb9d73a,226651.86,19299.28,26,4139.83,83409.73,6914.93,4270.77,6982.05,1131.53,1,Crypto,12,86.9
